sample_id,sample_labid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,fat,drit,hn_rtpcr,rt_rtpcr_assay,rt_rtpcr,lft,test_centre,diagnostic_result,diag_notes,ngs_sampleid,ngs_runid,ngs_rundate,ngs_country,ngs_location,ngs_submission,ngs_platform,illumina_platform,nanopore_platform,ngs_analysis_type,ngs_merged_from,ngs_flowcell,ngs_library_type,primer_scheme,ngs_barcode,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genomecov_depthx200,Genbank_accession,consensus_version,unmasked_consensus_coverage,consensus_coverage,consensus_fasta,ngs_notes
SD596.sg,SUB7135,16-Nov,SUB7135,,Salivary gland,,,,,NA,SYBR,23.75,,APHA,Positive,,SUB7135,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1104028,0,0,0,0,0,,,,,,,,,,0,,SD596.2
SD597,SUB7137,16-Nov,SUB7137,,Brain,,,,,NA,SYBR,36.3,,APHA,Inconclusive,,SUB7137,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,3577421,0,0,0,0,0,,,,,,,,,,0,,SD597.2
SD597.sg,SUB7136,16-Nov,SUB7136,,Salivary gland,,,,,NA,SYBR,35.48,,APHA,Inconclusive,,SUB7136,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1316745,0,0,0,0,0,,,,,,,,,,0,,SD597
SD598,SUB7138,16-Nov,SUB7138,,Brain,,,,,NA,SYBR,29.37,,APHA,Positive,,SUB7138,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1135052,83057,1397.18435,454.4868459,1350,0,3019,11921,11920,11882,11836,,,best,,99.97483855,,
SD598.sg,SUB7139,16-Nov,SUB7139,,Salivary gland,,,,,NA,SYBR,13.61,,APHA,Positive,,SD598.sg,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2363042,5563,120.3958735,36.55755388,117,0,243,11889,11872,11803,8561,,,best,,99.5722553,,SD598.2
SD599,SUB7140,16-Nov,SUB7140,,Brain,,,,,NA,SYBR,28.59,,APHA,Positive,,SUB7140,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,613023,2476,43.59246834,15.23079396,43,0,101,11840,11827,11494,2,,,best,,99.19483352,,
SD599.sg,SUB7141,16-Nov,SUB7141,,Salivary gland,,,,,NA,SYBR,23.07,,APHA,Positive,,SD599.sg,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2803194,1398,30.0780005,10.65588332,29,0,73,11893,11814,10296,0,,,best,,99.08580055,,SD599.2
SD600,SUB7142,16-Nov,SUB7142,,Brain,,,,,NA,SYBR,32.46,,APHA,Inconclusive,,SUB7142,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2101537,5,0.115407196,0.385659706,0,0,2,1098,0,0,0,,,best,,0,,
SD601,SUB7143,16-Nov,SUB7143,,Brain,,,,,NA,SYBR,no ct,,FIELD;APHA,Negative,,SUB7143,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1598301,1644,35.33800218,11.53965851,35,0,70,11807,11777,11221,0,,,,,98.77547597,,
SD602,SUB7144,16-Nov,SUB7144,,Brain,,,,,NA,,23.44,,APHA,Positive,,SUB7144,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2688619,157830,2735.720708,859.8361901,2775,0,5260,11914,11895,11858,11821,,,best,,99.76515978,,
SD603,SUB7145,16-Nov,SUB7145,,Brain,,,,,NA,,20.57,,APHA,Positive,,SUB7145,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2356779,190542,2998.34488,1037.577094,2883,0,6552,11902,11874,11851,11833,,,best,,99.58902961,,
SD604,SUB7146,16-Nov,SUB7146,,Brain,,,,,NA,,24.4,,APHA,Positive,,SUB7146,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1791800,1846,42.50012581,16.12892288,42,0,91,11862,11688,11151,0,,,best,,98.02901954,,
SD605.sg,SUB7148,16-Nov,SUB7148,,Salivary gland,,,,,NA,SYBR,27.15,,APHA,Positive,,SUB7148,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1817723,4,0.069948838,0.335964619,0,0,4,622,0,0,0,,,best,,0,,SD605.2
SD609.sg,SUB7152,16-Nov,SUB7152,,Salivary gland,,,,,NA,SYBR,24.33,,APHA,Positive,,SUB7152,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1210709,0,0,0,0,0,,,,,,,,,,0,,SD609.2
SD610.sg,SUB7154,16-Nov,SUB7154,,Salivary gland,,,,,NA,SYBR,21.92,,APHA,Positive,,SUB7154,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1557669,5,0.104587772,0.353355123,0,0,2,1061,0,0,0,,,best,,0,,SD610.2
SD626.sg,SUB7161,16-Nov,SUB7161,,Salivary gland,,,,,NA,SYBR,20.52,,APHA,Positive,,SUB7161,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1316040,202,4.693533507,2.670179463,4,0,14,11603,5883,0,0,,,best,,49.34160866,,SD626
SD627.sg,SUB7170,16-Nov,SUB7170,,Salivary gland,,,,,NA,SYBR,17.19,,APHA,Positive,,SD627.sg,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1400555,579,13.3423635,4.855887184,13,0,30,11811,11592,1109,0,,,best,,97.22385306,,SD627.2
SD635,RV3391,18-Feb,SUB7803,RV3391,Brain,RNAlater,,,,NA,SYBR,11.72,,APHA,Positive,,SD635,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,840141,5107,115.7550952,35.78260245,114,0,254,11857,11809,11764,8158,,,best,,99.0438648,,
SD642,RV3392,18-Feb,SUB7804,RV3392,Brain,RNAlater,,,,NA,SYBR,29.68,Positive,APHA,Positive,,SD642,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,846479,0,0,0,0,0,,,,,,,,,,0,,
SD643,RV3393,18-Feb,SUB7805,RV3393,Brain,RNAlater,,,,NA,SYBR,14.67,Positive,APHA,Positive,,SD643,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2405280,37025,720.552881,258.9085335,710,0,1336,11919,11899,11855,11801,,,best,,99.79870838,,
SD644,RV3394,18-Feb,SUB7806,RV3394,Brain,RNAlater,,,,NA,SYBR,10.81,,APHA,Positive,,SD644,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1772936,14518,307.3718024,110.7143232,301,0,665,11848,11828,11805,11708,,,best,,99.20322067,,
SD645,RV3395,18-Feb,SUB7807,RV3395,Brain,RNAlater,,,,NA,SYBR,14.37,Positive,APHA,Positive,,SD645,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1049508,3789,84.35938942,87.53048934,36,0,382,11908,11792,10904,3566,,,best,,98.90128323,,
SD646,RV3396,18-Feb,SUB7808,RV3396,Brain,RNAlater,,,,NA,SYBR,33.06,,APHA,Inconclusive,,SD646,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,129321,0,0,0,0,0,,,,,,,,,,0,,
SD647,RV3397,18-Feb,SUB7809,RV3397,Brain,RNAlater,,,,NA,SYBR,12.9,Positive,APHA,Positive,,SD647,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,192217,1041,23.74268221,8.409910939,23,0,53,11852,11728,8195,0,,,best,,98.36450558,,
SD648,RV3398,18-Feb,SUB7810,RV3398,Brain,RNAlater,,,,NA,SYBR,12.74,Positive,FIELD;APHA,Positive,,SD648,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1102422,3196,73.90270905,23.13253127,73,0,146,11835,11784,11704,1431,,,,,98.83418603,,
SD650,RV3399,18-Feb,SUB7811,RV3399,Brain,RNAlater,,,,NA,SYBR,18.62,,APHA,Positive,,SD650,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1419406,3585,77.94196092,58.38060957,61,0,384,11874,11845,11731,1881,,,best,,99.34580223,,
SD657,RV3400,18-Feb,SUB7812,RV3400,Brain,RNAlater,,,,NA,SYBR,14.95,,APHA,Positive,,SD657,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1643173,14588,303.1223685,128.4640538,286,1,793,11923,11858,11830,11583,,,best,,99.45483519,,
SD659,RV3401,18-Feb,SUB7813,RV3401,Brain,RNAlater,,,,NA,SYBR,15.41,Positive,APHA,Positive,,SD659,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1247876,1848,40.8018955,21.3171073,36,0,145,11832,11793,10669,278,,,best,,98.90967038,,
SD660,RV3402,18-Feb,SUB7814,RV3402,Brain,RNAlater,,,,NA,SYBR,14.66,Positive,APHA,Positive,,SD660,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2009970,6934,146.4496352,85.55819093,124,0,452,11921,11859,11782,8415,,,best,,99.46322234,,
SD662,RV3403,18-Feb,SUB7815,RV3403,Brain,RNAlater,,,,NA,SYBR,14.63,Positive,APHA,Positive,,SD662,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,926039,1866,41.85230227,13.21630058,41,0,95,11895,11880,11485,0,,,best,,99.63935251,,
SD664,RV3404,18-Feb,SUB7816,RV3404,Brain,RNAlater,,,,NA,SYBR,13.83,Positive,APHA,Positive,,SD664,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1235086,5844,135.539797,45.16896262,131,0,265,11893,11814,11737,9766,,,best,,99.08580055,,
SD666,RV3405,18-Feb,SUB7817,RV3405,Brain,Glycerol-saline,,,,NA,SYBR,34.16,,APHA,Inconclusive,,SD666,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2090945,1,0.025245324,0.156875944,0,0,1,301,0,0,0,,,best,,0,,
SD667,RV3406,18-Feb,SUB7818,RV3406,Brain,Glycerol-saline,,,,NA,SYBR,17.3,,APHA,Positive,,SD667,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1520931,5895,133.5062484,40.97146347,132,0,274,11894,11850,11776,9308,,,best,,99.38773799,,
SD668,RV3407,18-Feb,SUB7819,RV3407,Brain,RNAlater,,,,NA,SYBR,14.67,,APHA,Positive,,SD668,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2602126,389285,5079.508094,1634.81327,5261,33,7996,11923,11923,11923,11895,,,best,,100,,
SD669,RV3408,18-Feb,SUB7820,RV3408,Brain,RNAlater,,,,NA,SYBR,14.85,,APHA,Positive,,SD669,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2348958,3334,71.36559591,31.14746943,65,0,189,11860,11808,11648,1824,,,best,,99.03547765,,
SD670,RV3409,18-Feb,SUB7821,RV3409,Brain,RNAlater,,,,NA,SYBR,14.72,,APHA,Positive,,SD670,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2793012,6170,129.5301518,46.25308553,122,0,279,11868,11852,11829,8620,,,best,,99.40451229,,
SD671,RV3410,18-Feb,SUB7822,RV3410,Brain,RNAlater,,,,NA,SYBR,32.44,,APHA,Inconclusive,,SD671,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1314826,0,0,0,0,0,,,,,,,,,,0,,
SD672,RV3411,18-Feb,SUB7823,RV3411,Brain,RNAlater,,,,NA,SYBR,32.71,,APHA,Inconclusive,,SD672,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2150242,1,0.02499371,0.171475307,0,0,2,268,0,0,0,,,best,,0,,
SD673,RV3412,18-Feb,SUB7824,RV3412,Brain,RNAlater,,,,NA,SYBR,33.38,,APHA,Inconclusive,,SD673,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2005858,0,0,0,0,0,,,,,,,,,,0,,
SD674,RV3413,18-Feb,SUB7825,RV3413,Brain,RNAlater,,,,NA,SYBR,13.95,,APHA,Positive,,SD674,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1787084,3807,80.6859012,40.5709821,72,0,285,11914,11836,11773,2808,,,best,,99.27031787,,
SD675,RV3414,18-Feb,SUB7826,RV3414,Brain,RNAlater,,,,NA,SYBR,31.75,,APHA,Positive,,SD675,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1296421,0,0,0,0,0,,,,,,,,,,0,,
SD678,RV3415,18-Feb,SUB7827,RV3415,Brain,RNAlater,,,,NA,SYBR,16.77,,APHA,Positive,,SD678,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2033180,6274,134.3166988,60.56399089,124,1,403,11923,11865,11837,8179,,,best,,99.51354525,,
SD679,RV3416,18-Feb,SUB7828,RV3416,Brain,RNAlater,,,,NA,SYBR,13.16,,APHA,Positive,,SD679,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1455940,2501,55.17025916,37.66280476,45,0,247,11890,11759,11171,1065,,,best,,98.62450725,,
SD680,RV3417,18-Feb,SUB7829,RV3417,Brain,RNAlater,,,,NA,SYBR,16.76,,APHA,Positive,,SD680,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2970640,1953484,7769.761721,720.9742667,7911,55,8001,11923,11923,11923,11919,,,best,,100,,
SD688,RV3418,18-Feb,SUB7830,RV3418,Brain,RNAlater,,,,NA,SYBR,32.55,,APHA,Inconclusive,,SD688,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,2292807,7,0.15063323,0.43514674,0,0,2,1430,0,0,0,,,best,,0,,
SD689,RV3419,18-Feb,SUB7831,RV3419,Brain,RNAlater,,,,NA,SYBR,32.83,,APHA,Inconclusive,,SD689,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1788157,7,0.126058878,0.452354417,0,0,3,944,0,0,0,,,best,,0,,
SD692,RV3421,18-Feb,SUB7833,RV3421,Brain,RNAlater,,,,NA,SYBR,33.8,,APHA,Inconclusive,,SD692,NGSMay18,1-May-18,UK,APHA,BTF856,illumina,nextseq,,single_run,,NA,metagenomic,,,1820192,1,0.019038833,0.164006156,0,0,2,178,0,0,0,,,best,,0,,
KIL/Sept/2010/003(SR016)1717,RV2816,11-May,SUB1717,RV2816,Brain,,,,,Pos1,,,,APHA;SUA,Positive,,RV2816,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N711/S506,644471,5779,117.8547345,61.33140209,108,4,355,11923,11890,11758,7012,,KR906765,best,,99.72322402,,
MOR/April/2010/007(SR009)1710,RV2813,11-May,SUB1710,RV2813,Brain,,,,,Pos1,,,,APHA;SUA,Positive,,RV2813,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N710/S506,671941,1841,36.43822863,26.68874577,29,0,167,11913,11825,9335,711,,KR906762,best,,99.17805921,,
Rab10/11(D11-236/M2011/13)1663,RV2784,11-May,SUB1663,RV2784,Brain,,,,,Pos1,,,,APHA;CVL,Positive,,RV2784,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N711/S507,164435,1233,27.52067433,14.12549991,24,0,74,11865,11800,7962,0,,KR906754,best,,98.96838044,,
Rab102(D10-1429)1649,RV2776,11-May,SUB1649,RV2776,Brain,,,,,Pos1,,,,APHA;CVL,Positive,,RV2776,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N708/S506,244269,30133,500.1431687,152.0842913,488,8,911,11923,11923,11914,11834,,KR906748,best,,100,,
Rab50/11(D07-394)1701OR1730,RV2804,11-May,SUB1701,RV2804,Brain,,,,,Pos1,,30.73,,APHA,Positive,,RV2804,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N709/S506,642518,1185,23.00335486,10.76763413,22,0,69,11912,11753,6807,0,,,best,,98.57418435,,
Rab9/11(D11-236/M2011/11)1662,RV2783,11-May,SUB1662,RV2783,Brain,,,,,Pos1,,,,APHA;CVL,Positive,,RV2783,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N710/S507,238736,7288,153.9267802,96.49902934,121,0,478,11922,11874,11766,8015,,KR906753,best,,99.58902961,,
SD108RV284(2495),RV2495,2009,SUB284,RV2495,Brain,,,,,Pos1,,,,APHA,Positive,,RV2495,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N707/S506,972831,6859,130.1497945,65.00916693,116,3,438,11923,11909,11842,7791,,KR906734,best,,99.88257989,,
SD109/08RV275(2491),RV2491,2009,SUB275,RV2491,Brain,,,,,Pos1,,,,APHA,Positive,,RV2491,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N710/S505,710239,4892,102.5319131,66.38406084,78,2,364,11923,11914,11888,3834,,KR534218,best,,99.92451564,,
SD111RV274(2490),RV2490,2009,SUB274,RV2490,Brain,,,,,Pos1,,,,APHA,Positive,,RV2490,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N709/S505,506362,3828,79.5513713,35.2366092,73,5,216,11923,11923,11864,2241,,KR534217,best,,100,,
SD113RV277(2493),RV2493,2009,SUB277,RV2493,Brain,,,,,Pos1,,,,APHA,Positive,,RV2493,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N712/S505,652063,2189,44.84743773,32.17430391,33,2,171,11923,11862,10617,1221,,KR534220,best,,99.4883838,,
SD115RV262(2485),RV2485,2009,SUB262,RV2485,Brain,,,,,Pos1,,,,APHA,Positive,,RV2485,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N708/S508,83151,239,4.549442254,3.311253881,4,0,18,10995,5263,0,0,,,,,44.14157511,,
SD121/09RV270(2489),RV2489,2009,SUB270,RV2489,Brain,,,,,Pos1,,,,APHA,Positive,,RV2489,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N709/S508,671628,784,15.82143756,6.414163214,15,1,44,11923,11704,2868,0,,,,,98.16321396,,
SD124A/08RV278(2494),RV2494,2009,SUB278,RV2494,Brain,,,,,Pos1,,,,APHA,Positive,,RV2494,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N712/S508,690345,28,0.417847857,0.815997263,0,0,4,2870,0,0,0,,,best,,0,,
SD152(Rab22/11)1673,RV2789,11-May,SUB1673,RV2789,Brain,,,,,Pos2,,,,APHA;CVL,Positive,,RV2789,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N712/S507,412735,838,16.98356118,8.179113717,16,0,50,11849,11534,4180,0,,KR534229,best,,96.73739831,,
SD175/RNBSDC0411,RV2863,11-Dec,SUB2470,RV2863,Brain,,,,,Pos2,,,,APHA,Positive,,RV2863,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N707/S508,182623,10208,158.5878554,87.51717675,139,0,559,11914,11907,11847,8726,,,,,99.86580559,,
SD200/MUGSDC0711,RV2883,11-Dec,SUB2495,RV2883,Brain,,,,,Pos1,,,,APHA,Positive,,RV2883,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N711/S508,684866,763,15.01081942,16.38210079,10,0,108,11676,10020,2297,22,,,,,84.03925187,,
SD220/BTGSDC0911,RV2902,11-Dec,SUB2515,RV2902,Brain,,,,,Pos1,,,,APHA,Positive,,RV2902,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N710/S508,161719,664,11.5975845,6.119889351,11,0,37,11764,10558,1078,0,,,,,88.55153904,,
SD239,RV3149,12-Aug,SUB3348,RV3149,Brain,,,,,NA,,21.71,,APHA,Positive,,RV3149,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N708/S507,182651,392,6.232827309,4.054088997,6,0,20,11076,7241,15,0,,,,,60.73135956,,
SD257,RV3150,12-Aug,SUB3349,RV3150,Brain,,,,,Pos1,,17.81,,APHA,Positive,,SUB3349,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N709/S507,595482,20118,409.5466745,127.2087338,404,7,764,11923,11923,11914,11782,,KY210307,best,,100,,
SD281,RV3117,12-Aug,SUB3306,RV3117,Brain,,,,,Pos1,,19.98,,APHA,Positive,,SUB3306,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N712/S506,1165598,2787,57.95345131,22.23147122,55,2,134,11923,11914,11737,439,,KR906783,best,,99.92451564,,
SD308,RV3140,12-Aug,SUB3334,RV3140,Brain,,,,,Pos1,,20.64,,APHA,Positive,,SUB3334,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N711/S507,950292,46140,739.9427158,182.38087,739,33,1238,11923,11923,11923,11873,,KR906790,best,,100,,
SD311A,RV3142,12-Aug,SUB3337,RV3142,Brain,,,,,Pos1,,23.32,,APHA,Positive,,RV3142,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N712/S507,513626,838,18.58458442,8.573206501,17,0,54,11914,11805,4694,0,,,best,,99.0103162,,
SD314,RV3145,12-Aug,SUB3341,RV3145,Brain,,,,,Pos1,,25.09,,APHA,Positive,,SUB3341,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N712/S508,550451,497,11.33053762,13.59907863,8,0,102,11895,9705,1056,5,,,,,81.39729934,,
SD317,RV3146,12-Aug,SUB3344,RV3146,Brain,,,,,Pos1,,24.35,,APHA,Positive,,SUB3344,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N707/S507,995851,672,12.76339847,6.014713458,12,0,42,11756,11220,1602,0,,,,,94.10383293,,
SD320B,RV3152,12-Aug,SUB3420,RV3152,Brain,,,,,Pos1,,22.86,Positive,APHA,Positive,,SUB3420,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N707/S505,455088,128,1.97609662,2.215003277,2,0,11,7407,1362,0,0,,,,,11.42329951,,
SD99RV276(2492),RV2492,2009,SUB276,RV2492,Brain,,,,,Pos1,,,,APHA,Positive,,RV2492,miseq7,20-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N711/S505,820999,5998,101.2060723,53.15896836,86,4,303,11923,11916,11837,4966,,KR534219,best,,99.94128994,,
(PM/333)PMM/333/09(1703),RV2806,11-May,SUB1703,RV2806,Brain,,,,,Pos1,,,,APHA;CVL,Positive,,RV2806,miseq4,26-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S503,553903,627,13.14845257,6.107788987,12,0,44,11814,11264,1817,0,,,best,,94.47286757,,
(ROBMA)SD08/2009RV313(2503)1635,RV2503,11-May,SUB1635,RV2503,Brain,,,,,Pos1,,,,APHA,Positive,,RV2503,miseq3,16-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S502,662464,1322,28.73907574,12.81848837,28,0,72,11909,11813,8674,0,,KR906740,best,,99.0774134,,
21-8108(1639),RV2768,11-May,SUB1639,RV2768,Brain,,,,,Pos2,,,,APHA;CVL,Positive,,RV2768,miseq3,16-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S502,472571,5342,121.4083704,57.64238525,107,0,307,11922,11883,11770,6990,,,best,,99.66451396,,
D09-942(1702),RV2805,11-May,SUB1702,RV2805,Brain,,,,,Pos2,,,,APHA,Positive,,RV2805,miseq4,26-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S503,545425,3958,87.95252873,30.73455566,86,0,181,11913,11892,11725,4141,,,best,,99.73999832,,
IG3(x2)RV302(2498),RV2498,2009,SUB302,RV2498,Brain,,,,,Pos1,,,,APHA,Positive,,RV2498,miseq3,16-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S501,97257,2796,61.65310744,29.0390398,54,0,158,11903,11850,11475,1469,,KR906735,best,,99.38773799,,
IG4(x2)RV303(2499),RV2499,2009,SUB303,RV2499,Brain,,,,,Pos1,,,,APHA,Positive,,RV2499,miseq3,16-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S501,233292,30079,530.4394028,177.0103767,517,6,1057,11923,11923,11912,11777,,KR906736,best,,100,,
KIL/Sept/2010/002(SR015)1716,RV2815,11-May,SUB1716,RV2815,Brain,,,,,Pos1,,,,APHA;SUA,Positive,,RV2815,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S501,535644,3830,77.84659901,54.29651549,59,0,306,11921,11909,11609,2750,,KR906764,best,,99.88257989,,
LOL0103/LOL0603????RV318(2504),RV2504,2009,SUB318,RV2504,Brain,,,,,Pos1,,,,APHA,Positive,,RV2504,miseq3,16-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S502,684418,96124,1885.391177,745.1239815,1824,2,4030,11923,11921,11910,11852,,KR906741,best,,99.9832257,,
MOR/April/2010/001(SR003)1705,RV2808,11-May,SUB1705,RV2808,Brain,,,,,Pos2,,,,APHA;SUA,Positive,,RV2808,miseq4,26-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S503,464977,1214,24.00134194,11.3919141,23,0,68,11770,11605,7468,0,,,,,97.33288602,,
MOR/April/2010/003(SR005)1706,RV2809,11-May,SUB1706,RV2809,Brain,,,,,Pos1,,,,APHA;SUA,Positive,,RV2809,miseq4,26-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S504,621292,1088,19.79635998,12.56070501,18,0,75,11720,10874,5296,0,,KR906759,best,,91.20187872,,
